Date,Home Team,Away Team,Home Score,Away Score,Winner
12/20/2016,Memphis Grizzlies,Boston Celtics,109,112,Away
12/20/2016,Houston Rockets,San Antonio Spurs,100,102,Away
12/20/2016,LA Clippers,Denver Nuggets,119,102,Home
12/20/2016,Golden State Warriors,Utah Jazz,104,74,Home
12/20/2016,Sacramento Kings,Portland Trail Blazers,126,121,Home
12/21/2016,Cleveland Cavaliers,Milwaukee Bucks,113,102,Home
12/21/2016,Atlanta Hawks,Minnesota Timberwolves,84,92,Away
12/21/2016,Detroit Pistons,Memphis Grizzlies,86,98,Away
12/21/2016,Chicago Bulls,Washington Wizards,97,107,Away
12/21/2016,New Orleans Pelicans,Oklahoma City Thunder,110,121,Away
12/21/2016,Utah Jazz,Sacramento Kings,93,94,Away
12/21/2016,Phoenix Suns,Houston Rockets,111,125,Away
12/21/2016,Portland Trail Blazers,Dallas Mavericks,95,96,Away
12/22/2016,Brooklyn Nets,Golden State Warriors,101,117,Away
12/22/2016,New York Knicks,Orlando Magic,106,95,Home
12/22/2016,Miami Heat,Los Angeles Lakers,115,107,Home
12/22/2016,Indiana Pacers,Boston Celtics,102,109,Away
12/22/2016,LA Clippers,San Antonio Spurs,106,101,Home
12/23/2016,Charlotte Hornets,Chicago Bulls,103,91,Home
12/23/2016,Orlando Magic,Los Angeles Lakers,109,90,Home
12/23/2016,Cleveland Cavaliers,Brooklyn Nets,119,99,Home
12/23/2016,Boston Celtics,Oklahoma City Thunder,112,117,Away
12/23/2016,Detroit Pistons,Golden State Warriors,113,119,Away
12/23/2016,Milwaukee Bucks,Washington Wizards,123,96,Home
12/23/2016,Memphis Grizzlies,Houston Rockets,115,109,Home
12/23/2016,New Orleans Pelicans,Miami Heat,91,87,Home
12/23/2016,Minnesota Timberwolves,Sacramento Kings,105,109,Away
12/23/2016,Denver Nuggets,Atlanta Hawks,108,109,Away
12/23/2016,Utah Jazz,Toronto Raptors,98,104,Away
12/23/2016,Phoenix Suns,Philadelphia 76ers,123,116,Home
12/23/2016,Portland Trail Blazers,San Antonio Spurs,90,110,Away
12/23/2016,LA Clippers,Dallas Mavericks,88,90,Away
12/25/2016,New York Knicks,Boston Celtics,114,119,Away
12/25/2016,Cleveland Cavaliers,Golden State Warriors,109,108,Home
12/25/2016,San Antonio Spurs,Chicago Bulls,119,100,Home
12/25/2016,Oklahoma City Thunder,Minnesota Timberwolves,112,100,Home
12/25/2016,Los Angeles Lakers,LA Clippers,111,102,Home
12/26/2016,Washington Wizards,Milwaukee Bucks,107,102,Home
12/26/2016,Orlando Magic,Memphis Grizzlies,112,102,Home
12/26/2016,Brooklyn Nets,Charlotte Hornets,120,118,Home
12/26/2016,Detroit Pistons,Cleveland Cavaliers,106,90,Home
12/26/2016,Chicago Bulls,Indiana Pacers,90,85,Home
12/26/2016,New Orleans Pelicans,Dallas Mavericks,111,104,Home
12/26/2016,Houston Rockets,Phoenix Suns,131,115,Home
12/26/2016,Minnesota Timberwolves,Atlanta Hawks,104,90,Home
12/26/2016,Portland Trail Blazers,Toronto Raptors,91,95,Away
12/26/2016,LA Clippers,Denver Nuggets,102,106,Away
12/26/2016,Sacramento Kings,Philadelphia 76ers,102,100,Home
12/27/2016,Boston Celtics,Memphis Grizzlies,113,103,Home
12/27/2016,Miami Heat,Oklahoma City Thunder,94,106,Away
12/27/2016,Dallas Mavericks,Houston Rockets,107,123,Away
12/27/2016,Los Angeles Lakers,Utah Jazz,100,102,Away
12/28/2016,Washington Wizards,Indiana Pacers,111,105,Home
12/28/2016,Orlando Magic,Charlotte Hornets,101,120,Away
12/28/2016,Atlanta Hawks,New York Knicks,102,98,Home
12/28/2016,Detroit Pistons,Milwaukee Bucks,94,119,Away
12/28/2016,Chicago Bulls,Brooklyn Nets,101,99,Home
12/28/2016,New Orleans Pelicans,LA Clippers,102,98,Home
12/28/2016,San Antonio Spurs,Phoenix Suns,119,98,Home
12/28/2016,Denver Nuggets,Minnesota Timberwolves,105,103,Home
12/28/2016,Portland Trail Blazers,Sacramento Kings,102,89,Home
12/28/2016,Golden State Warriors,Toronto Raptors,121,111,Home
12/29/2016,Charlotte Hornets,Miami Heat,91,82,Home
12/29/2016,Memphis Grizzlies,Oklahoma City Thunder,114,80,Home
12/29/2016,Cleveland Cavaliers,Boston Celtics,124,118,Home
12/29/2016,Utah Jazz,Philadelphia 76ers,100,83,Home
12/29/2016,Phoenix Suns,Toronto Raptors,99,91,Home
12/29/2016,Los Angeles Lakers,Dallas Mavericks,89,101,Away
12/30/2016,Indiana Pacers,Chicago Bulls,111,101,Home
12/30/2016,Washington Wizards,Brooklyn Nets,118,95,Home
12/30/2016,Boston Celtics,Miami Heat,117,114,Home
12/30/2016,New Orleans Pelicans,New York Knicks,104,92,Home
12/30/2016,Houston Rockets,LA Clippers,140,116,Home
12/30/2016,Minnesota Timberwolves,Milwaukee Bucks,116,99,Home
12/30/2016,Atlanta Hawks,Detroit Pistons,105,98,Home
12/30/2016,San Antonio Spurs,Portland Trail Blazers,110,94,Home
12/30/2016,Denver Nuggets,Philadelphia 76ers,122,124,Away
12/30/2016,Golden State Warriors,Dallas Mavericks,108,99,Home
12/31/2016,Sacramento Kings,Memphis Grizzlies,98,112,Away
12/31/2016,Chicago Bulls,Milwaukee Bucks,96,116,Away
12/31/2016,Houston Rockets,New York Knicks,129,122,Home
12/31/2016,Charlotte Hornets,Cleveland Cavaliers,109,121,Away
12/31/2016,Utah Jazz,Phoenix Suns,91,86,Home
12/31/2016,Oklahoma City Thunder,LA Clippers,114,88,Home
1/1/2017,Atlanta Hawks,San Antonio Spurs,114,112,Home
1/1/2017,Miami Heat,Detroit Pistons,98,107,Away
1/1/2017,Indiana Pacers,Orlando Magic,117,104,Home
1/1/2017,Minnesota Timberwolves,Portland Trail Blazers,89,95,Away
1/1/2017,Los Angeles Lakers,Toronto Raptors,114,123,Away
1/2/2017,Milwaukee Bucks,Oklahoma City Thunder,98,94,Home
1/2/2017,Cleveland Cavaliers,New Orleans Pelicans,90,82,Home
1/2/2017,Brooklyn Nets,Utah Jazz,89,101,Away
1/2/2017,New York Knicks,Orlando Magic,103,115,Away
1/2/2017,Chicago Bulls,Charlotte Hornets,118,111,Home
1/2/2017,Houston Rockets,Washington Wizards,101,91,Home
1/2/2017,LA Clippers,Phoenix Suns,109,98,Home
1/2/2017,Golden State Warriors,Denver Nuggets,127,119,Home
1/3/2017,Philadelphia 76ers,Minnesota Timberwolves,93,91,Home
1/3/2017,Boston Celtics,Utah Jazz,115,104,Home
1/3/2017,Detroit Pistons,Indiana Pacers,116,121,Away
1/3/2017,Dallas Mavericks,Washington Wizards,113,105,Home
1/3/2017,San Antonio Spurs,Toronto Raptors,110,82,Home
1/3/2017,Denver Nuggets,Sacramento Kings,113,120,Away
1/3/2017,Phoenix Suns,Miami Heat,99,90,Home
1/3/2017,Los Angeles Lakers,Memphis Grizzlies,116,102,Home
1/4/2017,Charlotte Hornets,Oklahoma City Thunder,123,112,Home
1/4/2017,Orlando Magic,Atlanta Hawks,92,111,Away
1/4/2017,New York Knicks,Milwaukee Bucks,104,105,Away
1/4/2017,Cleveland Cavaliers,Chicago Bulls,94,106,Away
1/4/2017,LA Clippers,Memphis Grizzlies,115,106,Home
1/4/2017,Golden State Warriors,Portland Trail Blazers,125,117,Home
1/4/2017,Sacramento Kings,Miami Heat,102,107,Away
1/5/2017,Indiana Pacers,Brooklyn Nets,121,109,Home
1/5/2017,Toronto Raptors,Utah Jazz,101,93,Home
1/5/2017,Detroit Pistons,Charlotte Hornets,115,114,Home
1/5/2017,New Orleans Pelicans,Atlanta Hawks,94,99,Away
1/5/2017,Houston Rockets,Oklahoma City Thunder,118,116,Home
1/5/2017,Dallas Mavericks,Phoenix Suns,95,102,Away
1/5/2017,Portland Trail Blazers,Los Angeles Lakers,118,109,Home
1/5/2017,Denver Nuggets,San Antonio Spurs,99,127,Away
1/6/2017,Washington Wizards,Minnesota Timberwolves,112,105,Home
1/6/2017,Orlando Magic,Houston Rockets,93,100,Away
1/6/2017,Boston Celtics,Philadelphia 76ers,110,106,Home
1/6/2017,Brooklyn Nets,Cleveland Cavaliers,108,116,Away
1/6/2017,Milwaukee Bucks,New York Knicks,111,116,Away
1/6/2017,Los Angeles Lakers,Miami Heat,127,100,Home
1/6/2017,Golden State Warriors,Memphis Grizzlies,119,128,Away
1/6/2017,Sacramento Kings,LA Clippers,98,106,Away
1/7/2017,Indiana Pacers,New York Knicks,123,109,Home
1/7/2017,Boston Celtics,New Orleans Pelicans,117,108,Home
1/7/2017,Chicago Bulls,Toronto Raptors,123,118,Home
1/7/2017,Oklahoma City Thunder,Denver Nuggets,121,106,Home
1/7/2017,Minnesota Timberwolves,Utah Jazz,92,94,Away
1/7/2017,Dallas Mavericks,Atlanta Hawks,82,97,Away
1/7/2017,San Antonio Spurs,Charlotte Hornets,102,85,Home
1/8/2017,Portland Trail Blazers,Detroit Pistons,124,125,Away
1/8/2017,Brooklyn Nets,Philadelphia 76ers,95,105,Away
1/8/2017,LA Clippers,Miami Heat,98,86,Home
1/8/2017,Milwaukee Bucks,Washington Wizards,101,107,Away
1/8/2017,Toronto Raptors,Houston Rockets,122,129,Away
1/8/2017,Memphis Grizzlies,Utah Jazz,88,79,Home
1/8/2017,Phoenix Suns,Cleveland Cavaliers,116,120,Away
1/8/2017,Sacramento Kings,Golden State Warriors,106,117,Away
1/8/2017,Los Angeles Lakers,Orlando Magic,111,95,Home
1/9/2017,New York Knicks,New Orleans Pelicans,96,110,Away
1/9/2017,Chicago Bulls,Oklahoma City Thunder,94,109,Away
1/9/2017,Minnesota Timberwolves,Dallas Mavericks,101,92,Home
1/10/2017,Washington Wizards,Chicago Bulls,101,99,Home
1/10/2017,Toronto Raptors,Boston Celtics,114,106,Home
1/10/2017,Brooklyn Nets,Atlanta Hawks,97,117,Away
1/10/2017,Houston Rockets,Charlotte Hornets,121,114,Home
1/10/2017,San Antonio Spurs,Milwaukee Bucks,107,109,Away
1/10/2017,Utah Jazz,Cleveland Cavaliers,100,92,Home
1/10/2017,Los Angeles Lakers,Portland Trail Blazers,87,108,Away
1/10/2017,Golden State Warriors,Miami Heat,107,95,Home
1/10/2017,Sacramento Kings,Detroit Pistons,100,94,Home
1/11/2017,Philadelphia 76ers,New York Knicks,98,97,Home
1/11/2017,Oklahoma City Thunder,Memphis Grizzlies,103,95,Home
1/11/2017,Minnesota Timberwolves,Houston Rockets,119,105,Home
1/11/2017,Boston Celtics,Washington Wizards,117,108,Home
1/11/2017,LA Clippers,Orlando Magic,105,96,Home
1/11/2017,Portland Trail Blazers,Cleveland Cavaliers,102,86,Home
1/12/2017,Brooklyn Nets,New Orleans Pelicans,95,104,Away
1/12/2017,New York Knicks,Chicago Bulls,104,89,Home
1/12/2017,San Antonio Spurs,Los Angeles Lakers,134,94,Home
1/12/2017,Denver Nuggets,Indiana Pacers,140,112,Home
1/12/2017,Golden State Warriors,Detroit Pistons,127,107,Home
1/12/2017,Phoenix Suns,Dallas Mavericks,108,113,Away
1/13/2017,Toronto Raptors,Brooklyn Nets,132,113,Home
1/13/2017,Philadelphia 76ers,Charlotte Hornets,102,93,Home
1/13/2017,Milwaukee Bucks,Miami Heat,116,108,Home
1/13/2017,Houston Rockets,Memphis Grizzlies,105,110,Away
1/13/2017,Minnesota Timberwolves,Oklahoma City Thunder,96,86,Home
1/13/2017,Atlanta Hawks,Boston Celtics,101,103,Away
1/13/2017,Portland Trail Blazers,Orlando Magic,109,115,Away
1/13/2017,Sacramento Kings,Cleveland Cavaliers,108,120,Away
1/13/2017,Utah Jazz,Detroit Pistons,110,77,Home
1/14/2017,LA Clippers,Los Angeles Lakers,113,97,Home
1/14/2017,Chicago Bulls,New Orleans Pelicans,107,99,Home
1/14/2017,Washington Wizards,Philadelphia 76ers,109,93,Home
1/14/2017,Utah Jazz,Orlando Magic,114,107,Home
1/14/2017,Phoenix Suns,San Antonio Spurs,108,105,Home
1/15/2017,Toronto Raptors,New York Knicks,116,101,Home
1/15/2017,Atlanta Hawks,Milwaukee Bucks,111,98,Home
1/15/2017,Dallas Mavericks,Minnesota Timberwolves,98,87,Home
1/15/2017,Brooklyn Nets,Houston Rockets,112,137,Away
1/15/2017,Sacramento Kings,Oklahoma City Thunder,118,122,Away
1/15/2017,Memphis Grizzlies,Chicago Bulls,104,108,Away
1/15/2017,Los Angeles Lakers,Detroit Pistons,97,102,Away
1/16/2017,New York Knicks,Atlanta Hawks,107,108,Away
1/16/2017,Washington Wizards,Portland Trail Blazers,120,101,Home
1/16/2017,Milwaukee Bucks,Philadelphia 76ers,104,113,Away
1/16/2017,Indiana Pacers,New Orleans Pelicans,98,95,Home
1/16/2017,Denver Nuggets,Orlando Magic,125,112,Home
1/16/2017,Boston Celtics,Charlotte Hornets,108,98,Home
1/16/2017,Golden State Warriors,Cleveland Cavaliers,126,91,Home
1/16/2017,Phoenix Suns,Utah Jazz,101,106,Away
1/16/2017,LA Clippers,Oklahoma City Thunder,120,98,Home
1/17/2017,Brooklyn Nets,Toronto Raptors,109,119,Away
1/17/2017,Miami Heat,Houston Rockets,109,103,Home
1/17/2017,Chicago Bulls,Dallas Mavericks,98,99,Away
1/17/2017,San Antonio Spurs,Minnesota Timberwolves,122,114,Home
1/17/2017,Los Angeles Lakers,Denver Nuggets,121,127,Away
1/18/2017,Philadelphia 76ers,Toronto Raptors,94,89,Home
1/18/2017,Washington Wizards,Memphis Grizzlies,104,101,Home
1/18/2017,Charlotte Hornets,Portland Trail Blazers,107,85,Home
1/18/2017,Boston Celtics,New York Knicks,106,117,Away
1/18/2017,New Orleans Pelicans,Orlando Magic,118,98,Home
1/18/2017,Houston Rockets,Milwaukee Bucks,111,92,Home
1/18/2017,Detroit Pistons,Atlanta Hawks,118,95,Home
1/18/2017,Golden State Warriors,Oklahoma City Thunder,121,100,Home
1/18/2017,Sacramento Kings,Indiana Pacers,100,106,Away
1/19/2017,Cleveland Cavaliers,Phoenix Suns,118,103,Home
1/19/2017,Miami Heat,Dallas Mavericks,99,95,Home
1/19/2017,New York Knicks,Washington Wizards,110,113,Away
1/19/2017,San Antonio Spurs,Denver Nuggets,118,104,Home
1/19/2017,LA Clippers,Minnesota Timberwolves,101,104,Away
1/20/2017,Philadelphia 76ers,Portland Trail Blazers,93,92,Home
1/20/2017,Charlotte Hornets,Toronto Raptors,113,78,Home
1/20/2017,Orlando Magic,Milwaukee Bucks,112,96,Home
1/20/2017,Memphis Grizzlies,Sacramento Kings,107,91,Home
1/20/2017,New Orleans Pelicans,Brooklyn Nets,114,143,Away
1/20/2017,Houston Rockets,Golden State Warriors,108,125,Away
1/20/2017,Atlanta Hawks,Chicago Bulls,102,93,Home
1/20/2017,Dallas Mavericks,Utah Jazz,107,112,Away
1/20/2017,Los Angeles Lakers,Indiana Pacers,108,95,Home
1/21/2017,Boston Celtics,Portland Trail Blazers,123,127,Away
1/21/2017,Detroit Pistons,Washington Wizards,113,112,Home
1/21/2017,Charlotte Hornets,Brooklyn Nets,112,105,Home
1/21/2017,Atlanta Hawks,Philadelphia 76ers,110,93,Home
1/21/2017,New York Knicks,Phoenix Suns,105,107,Away
1/21/2017,Miami Heat,Milwaukee Bucks,109,97,Home
1/21/2017,Memphis Grizzlies,Houston Rockets,95,119,Away
1/21/2017,Cleveland Cavaliers,San Antonio Spurs,115,118,Away
1/21/2017,Denver Nuggets,LA Clippers,123,98,Home
1/21/2017,Utah Jazz,Indiana Pacers,109,100,Home
1/21/2017,Chicago Bulls,Sacramento Kings,102,99,Home
1/22/2017,Orlando Magic,Golden State Warriors,98,118,Away
1/22/2017,Dallas Mavericks,Los Angeles Lakers,122,73,Home
1/22/2017,Toronto Raptors,Phoenix Suns,103,115,Away
1/22/2017,Minnesota Timberwolves,Denver Nuggets,111,108,Home
1/23/2017,Charlotte Hornets,Washington Wizards,99,109,Away
1/23/2017,Brooklyn Nets,San Antonio Spurs,86,112,Away
1/23/2017,Atlanta Hawks,LA Clippers,105,115,Away
1/23/2017,Miami Heat,Golden State Warriors,105,102,Home
1/23/2017,Detroit Pistons,Sacramento Kings,104,109,Away
1/23/2017,Milwaukee Bucks,Houston Rockets,127,114,Home
1/23/2017,New Orleans Pelicans,Cleveland Cavaliers,124,122,Home
1/23/2017,Indiana Pacers,New York Knicks,103,109,Away
1/23/2017,Utah Jazz,Oklahoma City Thunder,95,97,Away
1/24/2017,Toronto Raptors,San Antonio Spurs,106,108,Away
1/24/2017,Philadelphia 76ers,LA Clippers,121,110,Home
1/24/2017,Washington Wizards,Boston Celtics,123,108,Home
1/24/2017,Orlando Magic,Chicago Bulls,92,100,Away
1/24/2017,Denver Nuggets,Utah Jazz,103,93,Home
1/24/2017,Phoenix Suns,Minnesota Timberwolves,111,112,Away
1/25/2017,Cleveland Cavaliers,Sacramento Kings,112,116,Away
1/25/2017,Boston Celtics,Houston Rockets,120,109,Home
1/25/2017,Brooklyn Nets,Miami Heat,106,109,Away
1/25/2017,Chicago Bulls,Atlanta Hawks,114,119,Away
1/25/2017,Milwaukee Bucks,Philadelphia 76ers,109,114,Away
1/25/2017,Memphis Grizzlies,Toronto Raptors,101,99,Home
1/25/2017,New Orleans Pelicans,Oklahoma City Thunder,105,114,Away
1/25/2017,Charlotte Hornets,Golden State Warriors,103,113,Away
1/25/2017,Dallas Mavericks,New York Knicks,103,95,Home
1/25/2017,Portland Trail Blazers,Los Angeles Lakers,105,98,Home
1/26/2017,Oklahoma City Thunder,Dallas Mavericks,109,98,Home
1/26/2017,Minnesota Timberwolves,Indiana Pacers,103,109,Away
1/26/2017,Denver Nuggets,Phoenix Suns,127,120,Home
1/26/2017,Utah Jazz,Los Angeles Lakers,96,88,Home
1/27/2017,Philadelphia 76ers,Houston Rockets,118,123,Away
1/27/2017,Cleveland Cavaliers,Brooklyn Nets,124,116,Home
1/27/2017,Indiana Pacers,Sacramento Kings,115,111,Home
1/27/2017,Boston Celtics,Orlando Magic,128,98,Home
1/27/2017,Toronto Raptors,Milwaukee Bucks,102,86,Home
1/27/2017,New York Knicks,Charlotte Hornets,110,107,Home
1/27/2017,Chicago Bulls,Miami Heat,88,100,Away
1/27/2017,New Orleans Pelicans,San Antonio Spurs,119,103,Home
1/27/2017,Atlanta Hawks,Washington Wizards,86,112,Away
1/27/2017,Portland Trail Blazers,Memphis Grizzlies,112,109,Home
1/28/2017,Charlotte Hornets,Sacramento Kings,106,109,Away
1/28/2017,Miami Heat,Detroit Pistons,116,103,Home
1/28/2017,Milwaukee Bucks,Boston Celtics,108,112,Away
1/28/2017,Golden State Warriors,LA Clippers,144,98,Home
1/28/2017,Utah Jazz,Memphis Grizzlies,95,102,Away
1/28/2017,Phoenix Suns,Denver Nuggets,112,123,Away
1/28/2017,Minnesota Timberwolves,Brooklyn Nets,129,109,Home
1/29/2017,Atlanta Hawks,New York Knicks,142,139,Home
1/29/2017,Cleveland Cavaliers,Oklahoma City Thunder,107,91,Home
1/29/2017,Indiana Pacers,Houston Rockets,120,101,Home
1/29/2017,New Orleans Pelicans,Washington Wizards,94,107,Away
1/29/2017,Toronto Raptors,Orlando Magic,113,114,Away
1/29/2017,Chicago Bulls,Philadelphia 76ers,121,108,Home
1/29/2017,San Antonio Spurs,Dallas Mavericks,101,105,Away
1/29/2017,Portland Trail Blazers,Golden State Warriors,111,113,Away
1/30/2017,Philadelphia 76ers,Sacramento Kings,122,119,Home
1/30/2017,Miami Heat,Brooklyn Nets,104,96,Home
1/30/2017,Minnesota Timberwolves,Orlando Magic,111,105,Home
1/30/2017,Boston Celtics,Detroit Pistons,113,109,Home
1/30/2017,Dallas Mavericks,Cleveland Cavaliers,104,97,Home
1/30/2017,Phoenix Suns,Memphis Grizzlies,96,115,Away
1/31/2017,Washington Wizards,New York Knicks,117,101,Home
1/31/2017,Toronto Raptors,New Orleans Pelicans,108,106,Home
1/31/2017,Houston Rockets,Sacramento Kings,105,83,Home
1/31/2017,San Antonio Spurs,Oklahoma City Thunder,108,94,Home
1/31/2017,Portland Trail Blazers,Charlotte Hornets,115,98,Home
1/31/2017,Los Angeles Lakers,Denver Nuggets,120,116,Home
2/1/2017,Orlando Magic,Indiana Pacers,88,98,Away
2/1/2017,Cleveland Cavaliers,Minnesota Timberwolves,125,97,Home
2/1/2017,Boston Celtics,Toronto Raptors,109,104,Home
2/1/2017,Brooklyn Nets,New York Knicks,90,95,Away
2/1/2017,Miami Heat,Atlanta Hawks,116,93,Home
2/1/2017,Detroit Pistons,New Orleans Pelicans,118,98,Home
2/1/2017,Dallas Mavericks,Philadelphia 76ers,113,95,Home
2/1/2017,Denver Nuggets,Memphis Grizzlies,99,119,Away
2/1/2017,Utah Jazz,Milwaukee Bucks,104,88,Home
2/1/2017,Phoenix Suns,LA Clippers,114,124,Away
2/1/2017,Oklahoma City Thunder,Chicago Bulls,100,128,Away
2/1/2017,Golden State Warriors,Charlotte Hornets,126,111,Home
2/2/2017,Washington Wizards,Los Angeles Lakers,116,108,Home
2/2/2017,Houston Rockets,Atlanta Hawks,108,113,Away
2/2/2017,San Antonio Spurs,Philadelphia 76ers,102,86,Home
2/2/2017,LA Clippers,Golden State Warriors,120,133,Away
2/3/2017,Orlando Magic,Toronto Raptors,102,94,Home
2/3/2017,Brooklyn Nets,Indiana Pacers,97,106,Away
2/3/2017,Detroit Pistons,Minnesota Timberwolves,116,108,Home
2/3/2017,Houston Rockets,Chicago Bulls,121,117,Home
2/3/2017,Oklahoma City Thunder,Memphis Grizzlies,114,102,Home
2/3/2017,Boston Celtics,Los Angeles Lakers,113,107,Home
2/3/2017,Denver Nuggets,Milwaukee Bucks,121,117,Home
2/3/2017,Sacramento Kings,Phoenix Suns,103,105,Away
2/3/2017,Portland Trail Blazers,Dallas Mavericks,104,108,Away
2/4/2017,Washington Wizards,New Orleans Pelicans,105,91,Home
2/4/2017,Atlanta Hawks,Orlando Magic,113,86,Home
2/4/2017,Indiana Pacers,Detroit Pistons,105,84,Home
2/4/2017,Miami Heat,Philadelphia 76ers,125,102,Home
2/4/2017,New York Knicks,Cleveland Cavaliers,104,111,Away
2/4/2017,Utah Jazz,Charlotte Hornets,105,98,Home
2/4/2017,Phoenix Suns,Milwaukee Bucks,112,137,Away
2/4/2017,San Antonio Spurs,Denver Nuggets,121,97,Home
2/4/2017,Minnesota Timberwolves,Memphis Grizzlies,99,107,Away
2/4/2017,Sacramento Kings,Golden State Warriors,109,106,Home
2/5/2017,Brooklyn Nets,Toronto Raptors,95,103,Away
2/5/2017,Boston Celtics,LA Clippers,107,102,Home
2/5/2017,Oklahoma City Thunder,Portland Trail Blazers,105,99,Home
2/6/2017,New York Knicks,Los Angeles Lakers,107,121,Away
2/6/2017,Washington Wizards,Cleveland Cavaliers,135,140,Away
2/6/2017,Indiana Pacers,Oklahoma City Thunder,93,90,Home
2/6/2017,Toronto Raptors,LA Clippers,118,109,Home
2/6/2017,Atlanta Hawks,Utah Jazz,95,120,Away
2/6/2017,Detroit Pistons,Philadelphia 76ers,113,96,Home
2/6/2017,New Orleans Pelicans,Phoenix Suns,111,106,Home
2/6/2017,Minnesota Timberwolves,Miami Heat,113,115,Away
2/6/2017,Denver Nuggets,Dallas Mavericks,110,87,Home
2/6/2017,Memphis Grizzlies,San Antonio Spurs,89,74,Home
2/6/2017,Sacramento Kings,Chicago Bulls,107,112,Away
2/7/2017,Charlotte Hornets,Brooklyn Nets,111,107,Home
2/7/2017,Houston Rockets,Orlando Magic,128,104,Home
2/7/2017,Dallas Mavericks,Portland Trail Blazers,113,114,Away
2/8/2017,Philadelphia 76ers,San Antonio Spurs,103,111,Away
2/8/2017,Indiana Pacers,Cleveland Cavaliers,117,132,Away
2/8/2017,Brooklyn Nets,Washington Wizards,110,114,Away
2/8/2017,Atlanta Hawks,Denver Nuggets,117,106,Home
2/8/2017,Detroit Pistons,Los Angeles Lakers,121,102,Home
2/8/2017,Milwaukee Bucks,Miami Heat,88,106,Away
2/8/2017,Memphis Grizzlies,Phoenix Suns,110,91,Home
2/8/2017,New Orleans Pelicans,Utah Jazz,94,127,Away
2/8/2017,Minnesota Timberwolves,Toronto Raptors,112,109,Home
2/8/2017,New York Knicks,LA Clippers,115,119,Away
2/8/2017,Golden State Warriors,Chicago Bulls,123,92,Home
2/8/2017,Sacramento Kings,Boston Celtics,108,92,Home
2/9/2017,Charlotte Hornets,Houston Rockets,95,107,Away
2/9/2017,Orlando Magic,Philadelphia 76ers,111,112,Away
2/9/2017,Oklahoma City Thunder,Cleveland Cavaliers,118,109,Home
2/9/2017,Dallas Mavericks,Utah Jazz,112,105,Home
2/9/2017,Portland Trail Blazers,Boston Celtics,111,120,Away
2/10/2017,Brooklyn Nets,Miami Heat,99,108,Away
2/10/2017,New York Knicks,Denver Nuggets,123,131,Away
2/10/2017,Detroit Pistons,San Antonio Spurs,92,103,Away
2/10/2017,Milwaukee Bucks,Los Angeles Lakers,114,122,Away
2/10/2017,Memphis Grizzlies,Golden State Warriors,107,122,Away
2/10/2017,Minnesota Timberwolves,New Orleans Pelicans,106,122,Away
2/10/2017,Washington Wizards,Indiana Pacers,112,107,Home
2/10/2017,Sacramento Kings,Atlanta Hawks,108,107,Home
2/10/2017,Phoenix Suns,Chicago Bulls,115,97,Home
2/11/2017,Charlotte Hornets,LA Clippers,102,107,Away
2/11/2017,Indiana Pacers,Milwaukee Bucks,100,116,Away
2/11/2017,Philadelphia 76ers,Miami Heat,117,109,Home
2/11/2017,Cleveland Cavaliers,Denver Nuggets,125,109,Home
2/11/2017,Houston Rockets,Phoenix Suns,133,102,Home
2/11/2017,Oklahoma City Thunder,Golden State Warriors,114,130,Away
2/11/2017,Dallas Mavericks,Orlando Magic,112,80,Home
2/11/2017,Utah Jazz,Boston Celtics,104,112,Away
2/12/2017,Minnesota Timberwolves,Chicago Bulls,117,89,Home
2/12/2017,New York Knicks,San Antonio Spurs,94,90,Home
2/12/2017,Toronto Raptors,Detroit Pistons,101,102,Away
2/12/2017,Sacramento Kings,New Orleans Pelicans,105,99,Home
2/13/2017,Washington Wizards,Oklahoma City Thunder,120,98,Home
2/13/2017,Charlotte Hornets,Philadelphia 76ers,99,105,Away
2/13/2017,Brooklyn Nets,Memphis Grizzlies,103,112,Away
2/13/2017,Miami Heat,Orlando Magic,107,116,Away
2/13/2017,Milwaukee Bucks,Detroit Pistons,102,89,Home
2/13/2017,Indiana Pacers,San Antonio Spurs,106,110,Away
2/13/2017,Dallas Mavericks,Boston Celtics,98,111,Away
2/13/2017,Denver Nuggets,Golden State Warriors,132,110,Home
2/13/2017,Utah Jazz,LA Clippers,72,88,Away
2/13/2017,Phoenix Suns,New Orleans Pelicans,108,110,Away
2/13/2017,Portland Trail Blazers,Atlanta Hawks,104,109,Away
2/14/2017,Chicago Bulls,Toronto Raptors,105,94,Home
2/14/2017,Minnesota Timberwolves,Cleveland Cavaliers,108,116,Away
2/14/2017,Los Angeles Lakers,Sacramento Kings,96,97,Away
2/15/2017,Orlando Magic,San Antonio Spurs,79,107,Away
2/15/2017,Cleveland Cavaliers,Indiana Pacers,113,104,Home
2/15/2017,Boston Celtics,Philadelphia 76ers,116,108,Home
2/15/2017,Toronto Raptors,Charlotte Hornets,90,85,Home
2/15/2017,Brooklyn Nets,Milwaukee Bucks,125,129,Away
2/15/2017,Detroit Pistons,Dallas Mavericks,98,91,Home
2/15/2017,Memphis Grizzlies,New Orleans Pelicans,91,95,Away
2/15/2017,Houston Rockets,Miami Heat,109,117,Away
2/15/2017,Denver Nuggets,Minnesota Timberwolves,99,112,Away
2/15/2017,Utah Jazz,Portland Trail Blazers,111,88,Home
2/15/2017,Phoenix Suns,Los Angeles Lakers,137,101,Home
2/15/2017,Oklahoma City Thunder,New York Knicks,116,105,Home
